ward,precinct,office,district,party,candidate,votes
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,54
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,130
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,101
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,44
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,172
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,978
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,5
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,2
7,107,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,874
7,107,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Gary Butler,86
7,107,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Christian Carter,63
7,107,WARD SEVEN MEMBER OF THE COUNCIL,,DEM,Vincent C. Gray,989
7,107,WARD SEVEN MEMBER OF THE COUNCIL,,NON,WRITE-IN,3
7,107,WARD SEVEN MEMBER OF THE COUNCIL,,,OVER VOTES,1
7,107,WARD SEVEN MEMBER OF THE COUNCIL,,,UNDER VOTES,38
7,107,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,215
7,107,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,277
7,107,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,506
7,107,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,14
7,107,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,1
7,107,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,167
7,107,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Dorothy Douglas,375
7,107,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Marla M. Dean,125
7,107,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Karen Williams,512
7,107,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,9
7,107,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,0
7,107,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,159
7,107,ANC - 7F04 SINGLE MEMBER DISTRICT 04-ANC 7F,,NON,Charlene Exum,415
7,107,ANC - 7F04 SINGLE MEMBER DISTRICT 04-ANC 7F,,NON,WRITE-IN,10
7,107,ANC - 7F04 SINGLE MEMBER DISTRICT 04-ANC 7F,,,OVER VOTES,1
7,107,ANC - 7F04 SINGLE MEMBER DISTRICT 04-ANC 7F,,,UNDER VOTES,107
7,107,ANC - 7F05 SINGLE MEMBER DISTRICT 05-ANC 7F,,NON,Karen Settles,441
7,107,ANC - 7F05 SINGLE MEMBER DISTRICT 05-ANC 7F,,NON,WRITE-IN,12
7,107,ANC - 7F05 SINGLE MEMBER DISTRICT 05-ANC 7F,,,OVER VOTES,0
7,107,ANC - 7F05 SINGLE MEMBER DISTRICT 05-ANC 7F,,,UNDER VOTES,94
7,107,ANC - 7F06 SINGLE MEMBER DISTRICT 06-ANC 7F,,NON,Carol E. Fletcher,76
7,107,ANC - 7F06 SINGLE MEMBER DISTRICT 06-ANC 7F,,NON,WRITE-IN,2
7,107,ANC - 7F06 SINGLE MEMBER DISTRICT 06-ANC 7F,,,OVER VOTES,0
7,107,ANC - 7F06 SINGLE MEMBER DISTRICT 06-ANC 7F,,,UNDER VOTES,22
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,4
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,9
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,18
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,815
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,17
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,1
7,108,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,4
7,108,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,26
7,108,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,800
7,108,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,17
7,108,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,9
7,108,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,0
7,108,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,16
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,15
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,110
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,84
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,40
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,259
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,750
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,12
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
7,108,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,458
7,108,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Gary Butler,60
7,108,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Christian Carter,48
7,108,WARD SEVEN MEMBER OF THE COUNCIL,,DEM,Vincent C. Gray,722
7,108,WARD SEVEN MEMBER OF THE COUNCIL,,NON,WRITE-IN,13
7,108,WARD SEVEN MEMBER OF THE COUNCIL,,,OVER VOTES,1
7,108,WARD SEVEN MEMBER OF THE COUNCIL,,,UNDER VOTES,20
7,108,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,171
7,108,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,210
7,108,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,343
7,108,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,17
7,108,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,0
7,108,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,123
7,108,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Dorothy Douglas,206
7,108,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Marla M. Dean,127
7,108,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Karen Williams,412
7,108,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,12
7,108,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,0
7,108,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,107
7,108,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,NON,Phillip J. Hammond,579
7,108,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,NON,WRITE-IN,26
7,108,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,,OVER VOTES,0
7,108,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,,UNDER VOTES,102
7,108,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,D.L. Humphrey,94
7,108,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,Jimmie Williams,49
7,108,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,WRITE-IN,1
7,108,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,,OVER VOTES,0
7,108,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,,UNDER VOTES,13
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,6
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,23
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,21
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,730
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,12
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,0
7,109,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,4
7,109,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,34
7,109,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,717
7,109,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,24
7,109,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,8
7,109,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,0
7,109,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,13
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,30
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,116
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,66
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,35
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,253
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,692
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,13
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
7,109,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,385
7,109,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Gary Butler,69
7,109,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Christian Carter,43
7,109,WARD SEVEN MEMBER OF THE COUNCIL,,DEM,Vincent C. Gray,654
7,109,WARD SEVEN MEMBER OF THE COUNCIL,,NON,WRITE-IN,9
7,109,WARD SEVEN MEMBER OF THE COUNCIL,,,OVER VOTES,0
7,109,WARD SEVEN MEMBER OF THE COUNCIL,,,UNDER VOTES,20
7,109,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,159
7,109,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,196
7,109,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,342
7,109,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,17
7,109,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,0
7,109,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,81
7,109,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Dorothy Douglas,189
7,109,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Marla M. Dean,132
7,109,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Karen Williams,387
7,109,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,11
7,109,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,0
7,109,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,76
7,109,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,NON,Phillip J. Hammond,218
7,109,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,NON,WRITE-IN,13
7,109,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,,OVER VOTES,0
7,109,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,,UNDER VOTES,28
7,109,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,D.L. Humphrey,187
7,109,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,Jimmie Williams,301
7,109,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,WRITE-IN,3
7,109,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,,OVER VOTES,0
7,109,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,,UNDER VOTES,45
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,14
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,29
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,53
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,2614
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,37
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,3
7,110,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,9
7,110,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,53
7,110,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,2597
7,110,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,51
7,110,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,12
7,110,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,3
7,110,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,43
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,61
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,293
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,208
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,94
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,585
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,2359
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,22
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
7,110,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,1896
7,110,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Gary Butler,169
7,110,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Christian Carter,156
7,110,WARD SEVEN MEMBER OF THE COUNCIL,,DEM,Vincent C. Gray,2351
7,110,WARD SEVEN MEMBER OF THE COUNCIL,,NON,WRITE-IN,22
7,110,WARD SEVEN MEMBER OF THE COUNCIL,,,OVER VOTES,4
7,110,WARD SEVEN MEMBER OF THE COUNCIL,,,UNDER VOTES,57
7,110,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,495
7,110,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,685
7,110,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,1144
7,110,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,40
7,110,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,1
7,110,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,394
7,110,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Dorothy Douglas,777
7,110,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Marla M. Dean,298
7,110,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Karen Williams,1297
7,110,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,29
7,110,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,2
7,110,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,356
7,110,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,NON,Phillip J. Hammond,132
7,110,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,NON,WRITE-IN,6
7,110,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,,OVER VOTES,0
7,110,ANC - 7B04 SINGLE MEMBER DISTRICT 04-ANC 7B,,,UNDER VOTES,20
7,110,ANC - 7B05 SINGLE MEMBER DISTRICT 05-ANC 7B,,NON,Robin Hammond Marlin,14
7,110,ANC - 7B05 SINGLE MEMBER DISTRICT 05-ANC 7B,,NON,Toya S. Carmichael,18
7,110,ANC - 7B05 SINGLE MEMBER DISTRICT 05-ANC 7B,,NON,"Villareal ""VJ"" Johnson",10
7,110,ANC - 7B05 SINGLE MEMBER DISTRICT 05-ANC 7B,,NON,WRITE-IN,0
7,110,ANC - 7B05 SINGLE MEMBER DISTRICT 05-ANC 7B,,,OVER VOTES,0
7,110,ANC - 7B05 SINGLE MEMBER DISTRICT 05-ANC 7B,,,UNDER VOTES,3
7,110,ANC - 7B06 SINGLE MEMBER DISTRICT 06-ANC 7B,,NON,Donovan Anderson,631
7,110,ANC - 7B06 SINGLE MEMBER DISTRICT 06-ANC 7B,,NON,Eric M. Rogers,405
7,110,ANC - 7B06 SINGLE MEMBER DISTRICT 06-ANC 7B,,NON,WRITE-IN,23
7,110,ANC - 7B06 SINGLE MEMBER DISTRICT 06-ANC 7B,,,OVER VOTES,1
7,110,ANC - 7B06 SINGLE MEMBER DISTRICT 06-ANC 7B,,,UNDER VOTES,148
7,110,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,D.L. Humphrey,307
7,110,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,Jimmie Williams,206
7,110,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,NON,WRITE-IN,4
7,110,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,,OVER VOTES,0
7,110,ANC - 7B07 SINGLE MEMBER DISTRICT 07-ANC 7B,,,UNDER VOTES,96
7,110,ANC - 7E02 SINGLE MEMBER DISTRICT 02-ANC 7E,,NON,Linda S. Green,611
7,110,ANC - 7E02 SINGLE MEMBER DISTRICT 02-ANC 7E,,NON,WRITE-IN,19
7,110,ANC - 7E02 SINGLE MEMBER DISTRICT 02-ANC 7E,,,OVER VOTES,0
7,110,ANC - 7E02 SINGLE MEMBER DISTRICT 02-ANC 7E,,,UNDER VOTES,105
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,11
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,26
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,31
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,1572
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,12
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,2
7,111,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,7
7,111,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,45
7,111,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,1530
7,111,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,39
7,111,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,8
7,111,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,0
7,111,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,39
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,45
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,164
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,142
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,56
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,David Grosso,352
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,DEM,Robert White,1368
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,NON,WRITE-IN,14
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,OVER VOTES,0
7,111,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,,UNDER VOTES,1181
7,111,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Gary Butler,186
7,111,WARD SEVEN MEMBER OF THE COUNCIL,,IND,Christian Carter,75
7,111,WARD SEVEN MEMBER OF THE COUNCIL,,DEM,Vincent C. Gray,1354
7,111,WARD SEVEN MEMBER OF THE COUNCIL,,NON,WRITE-IN,6
7,111,WARD SEVEN MEMBER OF THE COUNCIL,,,OVER VOTES,0
7,111,WARD SEVEN MEMBER OF THE COUNCIL,,,UNDER VOTES,40
7,111,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Mary Lord,285
7,111,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Tony Donaldson Jr.,446
7,111,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,Ashley Carter,684
7,111,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,NON,WRITE-IN,23
7,111,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,OVER VOTES,0
7,111,AT - LARGE MEMBER STATE BOARD OF EDUCATION,At Large,,UNDER VOTES,223
7,111,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Dorothy Douglas,512
7,111,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Marla M. Dean,185
7,111,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,Karen Williams,727
7,111,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,NON,WRITE-IN,19
7,111,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,OVER VOTES,1
7,111,WARD SEVEN MEMBER STATE BOARD OF EDUCATION,,,UNDER VOTES,217
7,111,ANC - 7B01 SINGLE MEMBER DISTRICT 01-ANC 7B,,NON,Patricia Howard-Chittams,54
7,111,ANC - 7B01 SINGLE MEMBER DISTRICT 01-ANC 7B,,NON,Debra Walker,62
7,111,ANC - 7B01 SINGLE MEMBER DISTRICT 01-ANC 7B,,NON,WRITE-IN,1
7,111,ANC - 7B01 SINGLE MEMBER DISTRICT 01-ANC 7B,,,OVER VOTES,0
7,111,ANC - 7B01 SINGLE MEMBER DISTRICT 01-ANC 7B,,,UNDER VOTES,21
7,111,ANC - 7B02 SINGLE MEMBER DISTRICT 02-ANC 7B,,NON,Tiffany L. Brown,457
7,111,ANC - 7B02 SINGLE MEMBER DISTRICT 02-ANC 7B,,NON,WRITE-IN,11
7,111,ANC - 7B02 SINGLE MEMBER DISTRICT 02-ANC 7B,,,OVER VOTES,0
7,111,ANC - 7B02 SINGLE MEMBER DISTRICT 02-ANC 7B,,,UNDER VOTES,90
7,111,ANC - 7B03 SINGLE MEMBER DISTRICT 03-ANC 7B,,NON,NO CANDIDATE FILED,0
7,111,ANC - 7B03 SINGLE MEMBER DISTRICT 03-ANC 7B,,NON,WRITE-IN,110
7,111,ANC - 7B03 SINGLE MEMBER DISTRICT 03-ANC 7B,,,OVER VOTES,0
7,111,ANC - 7B03 SINGLE MEMBER DISTRICT 03-ANC 7B,,,UNDER VOTES,855
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson - Bill Weld,6
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,STG,Jill Stein - Ajamu Baraka,18
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,REP,Donald J. Trump - Michael R. Pence,15
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,DEM,Hillary Clinton - Tim Kaine,1407
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,NON,WRITE-IN,20
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,OVER VOTES,0
8,112,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,UNDER VOTES,8
8,112,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,STG,Natale (Lino) Stracuzzi,31
8,112,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,DEM,Eleanor Holmes Norton,1377
8,112,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,LIB,Martin Moulton,26
8,112,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,NON,WRITE-IN,3
8,112,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,OVER VOTES,0
8,112,DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,,,UNDER VOTES,37
8,112,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,LIB,Matthew Klokel,47
8,112,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,IND,John C. Cheeks,145
8,112,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,STG,G. Lee Aikin,92
8,112,AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA,At Large,REP,Carolina Celnik,42
