county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,48-06,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,4,44,67
City & County of Honolulu,48-06,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",57,3,56,116
City & County of Honolulu,48-06,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",305,29,448,782
City & County of Honolulu,48-06,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",601,69,719,1389
City & County of Honolulu,48-06,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,0,11,18
City & County of Honolulu,48-06,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,2,4
City & County of Honolulu,48-06,U.S. Senator,,C,"ALLISON, Joy J.",7,3,40,50
City & County of Honolulu,48-06,U.S. Senator,,D,"SCHATZ, Brian",741,75,885,1701
City & County of Honolulu,48-06,U.S. Senator,,L,"KOKOSKI, Michael A.",11,2,18,31
City & County of Honolulu,48-06,U.S. Senator,,R,"CARROLL, John",222,23,288,533
City & County of Honolulu,48-06,U.S. Representative,2,D,"GABBARD, Tulsi",750,84,976,1810
City & County of Honolulu,48-06,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",179,19,248,446
City & County of Honolulu,49-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",25,1,42,68
City & County of Honolulu,49-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",52,3,57,112
City & County of Honolulu,49-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",362,47,543,952
City & County of Honolulu,49-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",850,100,863,1813
City & County of Honolulu,49-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,2,17,26
City & County of Honolulu,49-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,4,7
City & County of Honolulu,49-01,U.S. Senator,,C,"ALLISON, Joy J.",16,0,36,52
City & County of Honolulu,49-01,U.S. Senator,,D,"SCHATZ, Brian",998,112,1039,2149
City & County of Honolulu,49-01,U.S. Senator,,L,"KOKOSKI, Michael A.",10,1,24,35
City & County of Honolulu,49-01,U.S. Senator,,R,"CARROLL, John",253,36,370,659
City & County of Honolulu,49-01,U.S. Representative,2,D,"GABBARD, Tulsi",1027,129,1183,2339
City & County of Honolulu,49-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",200,19,277,496
City & County of Honolulu,49-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",11,0,22,33
City & County of Honolulu,49-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",16,0,26,42
City & County of Honolulu,49-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",186,25,283,494
City & County of Honolulu,49-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",479,27,486,992
City & County of Honolulu,49-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,0,12,21
City & County of Honolulu,49-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,0,1
City & County of Honolulu,49-02,U.S. Senator,,C,"ALLISON, Joy J.",7,3,19,29
City & County of Honolulu,49-02,U.S. Senator,,D,"SCHATZ, Brian",543,30,605,1178
City & County of Honolulu,49-02,U.S. Senator,,L,"KOKOSKI, Michael A.",9,0,15,24
City & County of Honolulu,49-02,U.S. Senator,,R,"CARROLL, John",128,15,176,319
City & County of Honolulu,49-02,U.S. Representative,2,D,"GABBARD, Tulsi",536,36,656,1228
City & County of Honolulu,49-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",116,13,144,273
City & County of Honolulu,49-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",20,4,35,59
City & County of Honolulu,49-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",42,4,58,104
City & County of Honolulu,49-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",318,38,412,768
City & County of Honolulu,49-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",870,111,742,1723
City & County of Honolulu,49-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,1,19,29
City & County of Honolulu,49-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",5,0,1,6
City & County of Honolulu,49-03,U.S. Senator,,C,"ALLISON, Joy J.",6,4,24,34
City & County of Honolulu,49-03,U.S. Senator,,D,"SCHATZ, Brian",978,117,931,2026
City & County of Honolulu,49-03,U.S. Senator,,L,"KOKOSKI, Michael A.",13,4,17,34
City & County of Honolulu,49-03,U.S. Senator,,R,"CARROLL, John",236,27,273,536
City & County of Honolulu,49-03,U.S. Representative,2,D,"GABBARD, Tulsi",996,127,1003,2126
City & County of Honolulu,49-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",190,23,221,434
City & County of Honolulu,49-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",17,2,26,45
City & County of Honolulu,49-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",41,1,46,88
City & County of Honolulu,49-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",283,26,324,633
City & County of Honolulu,49-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",754,72,618,1444
City & County of Honolulu,49-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,2,25,34
City & County of Honolulu,49-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,2,2
City & County of Honolulu,49-04,U.S. Senator,,C,"ALLISON, Joy J.",13,0,22,35
City & County of Honolulu,49-04,U.S. Senator,,D,"SCHATZ, Brian",867,79,754,1700
City & County of Honolulu,49-04,U.S. Senator,,L,"KOKOSKI, Michael A.",11,2,10,23
City & County of Honolulu,49-04,U.S. Senator,,R,"CARROLL, John",199,19,220,438
City & County of Honolulu,49-04,U.S. Representative,2,D,"GABBARD, Tulsi",866,84,819,1769
City & County of Honolulu,49-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",173,13,165,351
City & County of Honolulu,49-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",3,0,6,9
City & County of Honolulu,49-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",9,4,18,31
City & County of Honolulu,49-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",44,7,93,144
City & County of Honolulu,49-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",126,5,212,343
City & County of Honolulu,49-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,0,5,7
City & County of Honolulu,49-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,2,2
City & County of Honolulu,49-05,U.S. Senator,,C,"ALLISON, Joy J.",1,0,7,8
City & County of Honolulu,49-05,U.S. Senator,,D,"SCHATZ, Brian",135,8,240,383
City & County of Honolulu,49-05,U.S. Senator,,L,"KOKOSKI, Michael A.",6,1,1,8
City & County of Honolulu,49-05,U.S. Senator,,R,"CARROLL, John",42,7,76,125
City & County of Honolulu,49-05,U.S. Representative,2,D,"GABBARD, Tulsi",149,14,258,421
City & County of Honolulu,49-05,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",26,2,62,90
City & County of Honolulu,49-06,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",12,1,15,28
City & County of Honolulu,49-06,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",17,3,25,45
City & County of Honolulu,49-06,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",138,17,187,342
City & County of Honolulu,49-06,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",372,48,344,764
City & County of Honolulu,49-06,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,0,2,6
City & County of Honolulu,49-06,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,1,2
City & County of Honolulu,49-06,U.S. Senator,,C,"ALLISON, Joy J.",3,1,9,13
City & County of Honolulu,49-06,U.S. Senator,,D,"SCHATZ, Brian",422,53,392,867
City & County of Honolulu,49-06,U.S. Senator,,L,"KOKOSKI, Michael A.",4,2,6,12
City & County of Honolulu,49-06,U.S. Senator,,R,"CARROLL, John",106,12,146,264
City & County of Honolulu,49-06,U.S. Representative,2,D,"GABBARD, Tulsi",433,60,427,920
City & County of Honolulu,49-06,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",72,7,110,189
City & County of Honolulu,49-06,State Senator,25,D,"THIELEN, Laura H.",379,49,365,793
City & County of Honolulu,49-06,State Senator,25,R,"NAGAMINE, Robert K.",162,16,189,367
City & County of Honolulu,50-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",25,3,44,72
City & County of Honolulu,50-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",51,10,74,135
City & County of Honolulu,50-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",333,60,529,922
City & County of Honolulu,50-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",591,107,839,1537
City & County of Honolulu,50-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",6,1,11,18
City & County of Honolulu,50-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,10,11
City & County of Honolulu,50-01,U.S. Senator,,C,"ALLISON, Joy J.",17,4,21,42
City & County of Honolulu,50-01,U.S. Senator,,D,"SCHATZ, Brian",672,111,971,1754
City & County of Honolulu,50-01,U.S. Senator,,L,"KOKOSKI, Michael A.",10,6,29,45
City & County of Honolulu,50-01,U.S. Senator,,R,"CARROLL, John",294,59,413,766
City & County of Honolulu,50-01,U.S. Representative,2,D,"GABBARD, Tulsi",743,125,1081,1949
City & County of Honolulu,50-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",206,53,335,594
City & County of Honolulu,50-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",35,5,34,74
City & County of Honolulu,50-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",68,13,75,156
City & County of Honolulu,50-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",361,70,514,945
City & County of Honolulu,50-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",808,168,884,1860
City & County of Honolulu,50-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",12,2,10,24
City & County of Honolulu,50-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,2,9,12
City & County of Honolulu,50-02,U.S. Senator,,C,"ALLISON, Joy J.",13,4,28,45
City & County of Honolulu,50-02,U.S. Senator,,D,"SCHATZ, Brian",939,174,1017,2130
City & County of Honolulu,50-02,U.S. Senator,,L,"KOKOSKI, Michael A.",14,7,18,39
City & County of Honolulu,50-02,U.S. Senator,,R,"CARROLL, John",298,56,405,759
City & County of Honolulu,50-02,U.S. Representative,2,D,"GABBARD, Tulsi",968,180,1088,2236
City & County of Honolulu,50-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",260,57,345,662
City & County of Honolulu,50-02,State Senator,25,D,"THIELEN, Laura H.",918,169,993,2080
City & County of Honolulu,50-02,State Senator,25,R,"NAGAMINE, Robert K.",365,81,487,933
City & County of Honolulu,50-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",30,3,64,97
City & County of Honolulu,50-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",78,11,94,183
City & County of Honolulu,50-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",440,73,697,1210
City & County of Honolulu,50-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",1028,196,1156,2380
City & County of Honolulu,50-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",17,5,12,34
City & County of Honolulu,50-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,2,10,14
City & County of Honolulu,50-03,U.S. Senator,,C,"ALLISON, Joy J.",13,6,40,59
City & County of Honolulu,50-03,U.S. Senator,,D,"SCHATZ, Brian",1149,201,1335,2685
City & County of Honolulu,50-03,U.S. Senator,,L,"KOKOSKI, Michael A.",18,4,36,58
City & County of Honolulu,50-03,U.S. Senator,,R,"CARROLL, John",378,68,552,998
City & County of Honolulu,50-03,U.S. Representative,2,D,"GABBARD, Tulsi",1180,207,1462,2849
City & County of Honolulu,50-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",320,70,467,857
City & County of Honolulu,50-03,State Senator,25,D,"THIELEN, Laura H.",1083,185,1288,2556
City & County of Honolulu,50-03,State Senator,25,R,"NAGAMINE, Robert K.",472,97,682,1251
City & County of Honolulu,50-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",1,0,4,5
City & County of Honolulu,50-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",5,0,9,14
City & County of Honolulu,50-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",18,2,25,45
City & County of Honolulu,50-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",39,4,53,96
City & County of Honolulu,50-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",1,0,0,1
City & County of Honolulu,50-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,50-04,U.S. Senator,,C,"ALLISON, Joy J.",0,0,3,3
City & County of Honolulu,50-04,U.S. Senator,,D,"SCHATZ, Brian",48,4,64,116
City & County of Honolulu,50-04,U.S. Senator,,L,"KOKOSKI, Michael A.",2,0,1,3
City & County of Honolulu,50-04,U.S. Senator,,R,"CARROLL, John",11,1,24,36
City & County of Honolulu,50-04,U.S. Representative,2,D,"GABBARD, Tulsi",49,5,63,117
City & County of Honolulu,50-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",7,1,27,35
City & County of Honolulu,51-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",17,1,13,31
City & County of Honolulu,51-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",20,1,31,52
City & County of Honolulu,51-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",145,20,238,403
City & County of Honolulu,51-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",390,48,390,828
City & County of Honolulu,51-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,0,9,18
City & County of Honolulu,51-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,1,3,4
City & County of Honolulu,51-01,U.S. Senator,,C,"ALLISON, Joy J.",4,0,13,17
City & County of Honolulu,51-01,U.S. Senator,,D,"SCHATZ, Brian",459,54,496,1009
City & County of Honolulu,51-01,U.S. Senator,,L,"KOKOSKI, Michael A.",3,2,14,19
City & County of Honolulu,51-01,U.S. Senator,,R,"CARROLL, John",111,13,139,263
City & County of Honolulu,51-01,U.S. Representative,2,D,"GABBARD, Tulsi",466,55,513,1034
City & County of Honolulu,51-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",90,10,138,238
City & County of Honolulu,51-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",13,2,32,47
City & County of Honolulu,51-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",24,3,58,85
City & County of Honolulu,51-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",229,29,417,675
City & County of Honolulu,51-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",507,66,560,1133
City & County of Honolulu,51-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,0,8,12
City & County of Honolulu,51-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,2,2,4
City & County of Honolulu,51-02,U.S. Senator,,C,"ALLISON, Joy J.",9,1,22,32
City & County of Honolulu,51-02,U.S. Senator,,D,"SCHATZ, Brian",551,66,696,1313
City & County of Honolulu,51-02,U.S. Senator,,L,"KOKOSKI, Michael A.",5,1,14,20
City & County of Honolulu,51-02,U.S. Senator,,R,"CARROLL, John",197,22,325,544
City & County of Honolulu,51-02,U.S. Representative,2,D,"GABBARD, Tulsi",615,70,772,1457
City & County of Honolulu,51-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",116,20,260,396
City & County of Honolulu,51-02,State Senator,25,D,"THIELEN, Laura H.",525,60,645,1230
City & County of Honolulu,51-02,State Senator,25,R,"NAGAMINE, Robert K.",236,34,410,680
City & County of Honolulu,51-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",10,3,19,32
City & County of Honolulu,51-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",15,1,35,51
City & County of Honolulu,51-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",84,17,190,291
City & County of Honolulu,51-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",244,40,375,659
City & County of Honolulu,51-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",3,1,2,6
City & County of Honolulu,51-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,51-03,U.S. Senator,,C,"ALLISON, Joy J.",2,2,5,9
City & County of Honolulu,51-03,U.S. Senator,,D,"SCHATZ, Brian",257,38,415,710
City & County of Honolulu,51-03,U.S. Senator,,L,"KOKOSKI, Michael A.",6,3,8,17
City & County of Honolulu,51-03,U.S. Senator,,R,"CARROLL, John",81,14,159,254
City & County of Honolulu,51-03,U.S. Representative,2,D,"GABBARD, Tulsi",261,46,442,749
City & County of Honolulu,51-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",75,14,128,217
City & County of Honolulu,51-03,State Senator,25,D,"THIELEN, Laura H.",269,39,419,727
City & County of Honolulu,51-03,State Senator,25,R,"NAGAMINE, Robert K.",81,21,171,273
City & County of Honolulu,51-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",17,4,37,58
City & County of Honolulu,51-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",40,7,65,112
City & County of Honolulu,51-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",317,48,507,872
City & County of Honolulu,51-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",791,111,798,1700
City & County of Honolulu,51-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",10,1,15,26
City & County of Honolulu,51-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,3,5
City & County of Honolulu,51-04,U.S. Senator,,C,"ALLISON, Joy J.",6,2,17,25
City & County of Honolulu,51-04,U.S. Senator,,D,"SCHATZ, Brian",890,126,961,1977
City & County of Honolulu,51-04,U.S. Senator,,L,"KOKOSKI, Michael A.",15,1,18,34
City & County of Honolulu,51-04,U.S. Senator,,R,"CARROLL, John",236,42,389,667
City & County of Honolulu,51-04,U.S. Representative,2,D,"GABBARD, Tulsi",934,126,1047,2107
City & County of Honolulu,51-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",169,35,307,511
City & County of Honolulu,51-04,State Senator,25,D,"THIELEN, Laura H.",810,109,871,1790
City & County of Honolulu,51-04,State Senator,25,R,"NAGAMINE, Robert K.",338,52,512,902
City & County of Honolulu,51-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",12,2,34,48
City & County of Honolulu,51-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",11,2,41,54
City & County of Honolulu,51-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",158,15,296,469
City & County of Honolulu,51-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",297,31,563,891
City & County of Honolulu,51-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",13,1,16,30
