county,office,district,town,precinct,candidate,party,votes,state_election_id
Essex,Treasurer,,Granby,,Total Votes Cast,,43,82053
Grand Isle,Treasurer,,Grand Isle,,Total Votes Cast,,1201,82053
Addison,Treasurer,,Granville,,Total Votes Cast,,149,82053
Orleans,Treasurer,,Greensboro,,Total Votes Cast,,430,82053
Caledonia,Treasurer,,Groton,,Total Votes Cast,,498,82053
Essex,Treasurer,,Guildhall,,Total Votes Cast,,148,82053
Windham,Treasurer,,Guilford,,Total Votes Cast,,1177,82053
Windham,Treasurer,,Halifax,,Total Votes Cast,,437,82053
Addison,Treasurer,,Hancock,,Total Votes Cast,,162,82053
Caledonia,Treasurer,,Hardwick,,Total Votes Cast,,1410,82053
Windsor,Treasurer,,Hartford,Windsor 4-1,Total Votes Cast,,1254,82053
Windsor,Treasurer,,Hartford,Windsor 4-2,Total Votes Cast,,3955,82053
Windsor,Treasurer,,Hartland,,Total Votes Cast,,1951,82053
Franklin,Treasurer,,Highgate,,Total Votes Cast,,1402,82053
Chittenden,Treasurer,,Hinesburg,Chittenden 4-1,Total Votes Cast,,19,82053
Chittenden,Treasurer,,Hinesburg,Chittenden 4-2,Total Votes Cast,,2687,82053
Orleans,Treasurer,,Holland,,Total Votes Cast,,303,82053
Rutland,Treasurer,,Hubbardton,,Total Votes Cast,,389,82053
Chittenden,Treasurer,,Huntington,,Total Votes Cast,,1252,82053
Lamoille,Treasurer,,Hyde Park,,Total Votes Cast,,1562,82053
Rutland,Treasurer,,Ira,,Total Votes Cast,,245,82053
Orleans,Treasurer,,Irasburg,,Total Votes Cast,,568,82053
Grand Isle,Treasurer,,Isle La Motte,,Total Votes Cast,,310,82053
Windham,Treasurer,,Jamaica,,Total Votes Cast,,516,82053
Orleans,Treasurer,,Jay,,Total Votes Cast,,246,82053
Chittenden,Treasurer,,Jericho,,Total Votes Cast,,3343,82053
Lamoille,Treasurer,,Johnson,,Total Votes Cast,,1335,82053
Rutland,Treasurer,,Killington,,Total Votes Cast,,670,82053
Caledonia,Treasurer,,Kirby,,Total Votes Cast,,266,82053
Bennington,Treasurer,,Landgrove,,Total Votes Cast,,105,82053
Addison,Treasurer,,Leicester,,Total Votes Cast,,502,82053
Essex,Treasurer,,Lemington,,Total Votes Cast,,57,82053
Addison,Treasurer,,Lincoln,,Total Votes Cast,,803,82053
Windham,Treasurer,,Londonderry,,Total Votes Cast,,953,82053
Orleans,Treasurer,,Lowell,,Total Votes Cast,,440,82053
Windsor,Treasurer,,Ludlow,,Total Votes Cast,,1109,82053
Essex,Treasurer,,Lunenburg,,Total Votes Cast,,562,82053
Caledonia,Treasurer,,Lyndon,,Total Votes Cast,,2085,82053
Essex,Treasurer,,Maidstone,,Total Votes Cast,,118,82053
Bennington,Treasurer,,Manchester,,Total Votes Cast,,2446,82053
Windham,Treasurer,,Marlboro,,Total Votes Cast,,581,82053
Washington,Treasurer,,Marshfield,,Total Votes Cast,,879,82053
Rutland,Treasurer,,Mendon,,Total Votes Cast,,654,82053
Addison,Treasurer,,Middlebury,,Total Votes Cast,,3723,82053
Washington,Treasurer,,Middlesex,,Total Votes Cast,,1134,82053
Rutland,Treasurer,,Middletown Springs,,Total Votes Cast,,492,82053
Chittenden,Treasurer,,Milton,Chittenden 10,Total Votes Cast,,4434,82053
Chittenden,Treasurer,,Milton,Grand Isle-Chittenden,Total Votes Cast,,736,82053
Addison,Treasurer,,Monkton,,Total Votes Cast,,1228,82053
Franklin,Treasurer,,Montgomery,,Total Votes Cast,,671,82053
Washington,Treasurer,,Montpelier,,Total Votes Cast,,4834,82053
Washington,Treasurer,,Moretown,,Total Votes Cast,,1049,82053
Orleans,Treasurer,,Morgan,,Total Votes Cast,,342,82053
Lamoille,Treasurer,,Morristown,,Total Votes Cast,,2767,82053
Rutland,Treasurer,,Mount Holly,,Total Votes Cast,,777,82053
Rutland,Treasurer,,Mount Tabor,,Total Votes Cast,,95,82053
Addison,Treasurer,,New Haven,,Total Votes Cast,,1099,82053
Caledonia,Treasurer,,Newark,,Total Votes Cast,,307,82053
Orange,Treasurer,,Newbury,,Total Votes Cast,,1091,82053
Windham,Treasurer,,Newfane,,Total Votes Cast,,1016,82053
Orleans,Treasurer,,Newport City,,Total Votes Cast,,1566,82053
Orleans,Treasurer,,Newport Town,,Total Votes Cast,,711,82053
Grand Isle,Treasurer,,North Hero,,Total Votes Cast,,634,82053
Washington,Treasurer,,Northfield,,Total Votes Cast,,2250,82053
Essex,Treasurer,,Norton,,Total Votes Cast,,86,82053
Windsor,Treasurer,,Norwich,,Total Votes Cast,,2333,82053
Orange,Treasurer,,Orange,,Total Votes Cast,,549,82053
Addison,Treasurer,,Orwell,,Total Votes Cast,,664,82053
Addison,Treasurer,,Panton,,Total Votes Cast,,348,82053
Rutland,Treasurer,,Pawlet,,Total Votes Cast,,765,82053
Caledonia,Treasurer,,Peacham,,Total Votes Cast,,482,82053
Bennington,Treasurer,,Peru,,Total Votes Cast,,239,82053
Rutland,Treasurer,,Pittsfield,,Total Votes Cast,,295,82053
Rutland,Treasurer,,Pittsford,,Total Votes Cast,,1570,82053
Washington,Treasurer,,Plainfield,,Total Votes Cast,,685,82053
Windsor,Treasurer,,Plymouth,,Total Votes Cast,,354,82053
Windsor,Treasurer,,Pomfret,,Total Votes Cast,,598,82053
Rutland,Treasurer,,Poultney,,Total Votes Cast,,1460,82053
Bennington,Treasurer,,Pownal,,Total Votes Cast,,1653,82053
Rutland,Treasurer,,Proctor,,Total Votes Cast,,861,82053
Windham,Treasurer,,Putney,,Total Votes Cast,,1329,82053
Orange,Treasurer,,Randolph,,Total Votes Cast,,2297,82053
Windsor,Treasurer,,Reading,,Total Votes Cast,,382,82053
Bennington,Treasurer,,Readsboro,,Total Votes Cast,,387,82053
Franklin,Treasurer,,Richford,,Total Votes Cast,,846,82053
Chittenden,Treasurer,,Richmond,,Total Votes Cast,,2564,82053
Addison,Treasurer,,Ripton,,Total Votes Cast,,337,82053
Windsor,Treasurer,,Rochester,,Total Votes Cast,,655,82053
Windham,Treasurer,,Rockingham,,Total Votes Cast,,2180,82053
Washington,Treasurer,,Roxbury,,Total Votes Cast,,385,82053
Windsor,Treasurer,,Royalton,,Total Votes Cast,,1348,82053
Bennington,Treasurer,,Rupert,,Total Votes Cast,,398,82053
Rutland,Treasurer,,Rutland City,Rutland 5-1,Total Votes Cast,,2279,82053
Rutland,Treasurer,,Rutland City,Rutland 5-2,Total Votes Cast,,1861,82053
Rutland,Treasurer,,Rutland City,Rutland 5-3,Total Votes Cast,,1357,82053
Rutland,Treasurer,,Rutland City,Rutland 5-4,Total Votes Cast,,1684,82053
Rutland,Treasurer,,Rutland Town,,Total Votes Cast,,2320,82053
Caledonia,Treasurer,,Ryegate,,Total Votes Cast,,571,82053
Addison,Treasurer,,Salisbury,,Total Votes Cast,,563,82053
Bennington,Treasurer,,Sandgate,,Total Votes Cast,,219,82053
Bennington,Treasurer,,Searsburg,,Total Votes Cast,,59,82053
Bennington,Treasurer,,Shaftsbury,,Total Votes Cast,,1853,82053
Windsor,Treasurer,,Sharon,,Total Votes Cast,,766,82053
Caledonia,Treasurer,,Sheffield,,Total Votes Cast,,308,82053
Chittenden,Treasurer,,Shelburne,Chittenden 5-1,Total Votes Cast,,2682,82053
Chittenden,Treasurer,,Shelburne,Chittenden 5-2,Total Votes Cast,,2207,82053
Franklin,Treasurer,,Sheldon,,Total Votes Cast,,826,82053
Addison,Treasurer,,Shoreham,,Total Votes Cast,,659,82053
Rutland,Treasurer,,Shrewsbury,,Total Votes Cast,,672,82053
Chittenden,Treasurer,,South Burlington,Chittenden 7-1,Total Votes Cast,,2632,82053
Chittenden,Treasurer,,South Burlington,Chittenden 7-2,Total Votes Cast,,3037,82053
Chittenden,Treasurer,,South Burlington,Chittenden 7-3,Total Votes Cast,,2550,82053
Chittenden,Treasurer,,South Burlington,Chittenden 7-4,Total Votes Cast,,2363,82053
Grand Isle,Treasurer,,South Hero,,Total Votes Cast,,1148,82053
Windsor,Treasurer,,Springfield,Windsor 3-1,Total Votes Cast,,154,82053
Windsor,Treasurer,,Springfield,Windsor 3-2,Total Votes Cast,,3844,82053
Franklin,Treasurer,,Saint Albans City,,Total Votes Cast,,2541,82053
Franklin,Treasurer,,Saint Albans Town,Franklin 3-1,Total Votes Cast,,1044,82053
Franklin,Treasurer,,Saint Albans Town,Franklin 3-2,Total Votes Cast,,2129,82053
Chittenden,Treasurer,,Saint George,,Total Votes Cast,,363,82053
Caledonia,Treasurer,,Saint Johnsbury,,Total Votes Cast,,3052,82053
Bennington,Treasurer,,Stamford,,Total Votes Cast,,481,82053
Caledonia,Treasurer,,Stannard,,Total Votes Cast,,103,82053
Addison,Treasurer,,Starksboro,,Total Votes Cast,,943,82053
Windsor,Treasurer,,Stockbridge,,Total Votes Cast,,431,82053
Lamoille,Treasurer,,Stowe,,Total Votes Cast,,2893,82053
Orange,Treasurer,,Strafford,,Total Votes Cast,,705,82053
Windham,Treasurer,,Stratton,,Total Votes Cast,,129,82053
Rutland,Treasurer,,Sudbury,,Total Votes Cast,,326,82053
Bennington,Treasurer,,Sunderland,Bennington 3,Total Votes Cast,,119,82053
Bennington,Treasurer,,Sunderland,Bennington 4,Total Votes Cast,,408,82053
Caledonia,Treasurer,,Sutton,,Total Votes Cast,,465,82053
Franklin,Treasurer,,Swanton,,Total Votes Cast,,2712,82053
Orange,Treasurer,,Thetford,,Total Votes Cast,,1653,82053
Rutland,Treasurer,,Tinmouth,Rutland 2,Total Votes Cast,,78,82053
Rutland,Treasurer,,Tinmouth,Rutland-Bennington,Total Votes Cast,,222,82053
Orange,Treasurer,,Topsham,,Total Votes Cast,,583,82053
Windham,Treasurer,,Townshend,,Total Votes Cast,,694,82053
Orleans,Treasurer,,Troy,Orleans 2,Total Votes Cast,,173,82053
Orleans,Treasurer,,Troy,Orleans-Lamoille,Total Votes Cast,,480,82053
Orange,Treasurer,,Tunbridge,,Total Votes Cast,,718,82053
Chittenden,Treasurer,,Underhill,,Total Votes Cast,,1992,82053
Addison,Treasurer,,Vergennes,,Total Votes Cast,,1250,82053
Windham,Treasurer,,Vernon,,Total Votes Cast,,1141,82053
Orange,Treasurer,,Vershire,,Total Votes Cast,,367,82053
Essex,Treasurer,,Victory,,Total Votes Cast,,68,82053
Washington,Treasurer,,Waitsfield,,Total Votes Cast,,1134,82053
Caledonia,Treasurer,,Walden,,Total Votes Cast,,527,82053
Rutland,Treasurer,,Wallingford,,Total Votes Cast,,1131,82053
Addison,Treasurer,,Waltham,,Total Votes Cast,,284,82053
Windham,Treasurer,,Wardsboro,,Total Votes Cast,,403,82053
Washington,Treasurer,,Warren,,Total Votes Cast,,1089,82053
Orange,Treasurer,,Washington,,Total Votes Cast,,557,82053
Washington,Treasurer,,Waterbury,,Total Votes Cast,,3088,82053
Caledonia,Treasurer,,Waterford,,Total Votes Cast,,743,82053
Lamoille,Treasurer,,Waterville,,Total Votes Cast,,381,82053
Windsor,Treasurer,,Weathersfield,,Total Votes Cast,,1599,82053
Rutland,Treasurer,,Wells,,Total Votes Cast,,581,82053
Orange,Treasurer,,West Fairlee,,Total Votes Cast,,305,82053
Rutland,Treasurer,,West Haven,,Total Votes Cast,,142,82053
Rutland,Treasurer,,West Rutland,,Total Votes Cast,,1051,82053
Windsor,Treasurer,,West Windsor,,Total Votes Cast,,722,82053
Orleans,Treasurer,,Westfield,,Total Votes Cast,,306,82053
Chittenden,Treasurer,,Westford,,Total Votes Cast,,1281,82053
Windham,Treasurer,,Westminster,Windham 3,Total Votes Cast,,77,82053
Windham,Treasurer,,Westminster,Windham 4,Total Votes Cast,,1489,82053
Orleans,Treasurer,,Westmore,,Total Votes Cast,,221,82053
Windsor,Treasurer,,Weston,,Total Votes Cast,,417,82053
Addison,Treasurer,,Weybridge,,Total Votes Cast,,567,82053
Caledonia,Treasurer,,Wheelock,,Total Votes Cast,,404,82053
Addison,Treasurer,,Whiting,,Total Votes Cast,,199,82053
Windham,Treasurer,,Whitingham,Windham 6,Total Votes Cast,,622,82053
Windham,Treasurer,,Whitingham,Windham-Bennington,Total Votes Cast,,31,82053
Orange,Treasurer,,Williamstown,,Total Votes Cast,,1573,82053
Chittenden,Treasurer,,Williston,,Total Votes Cast,,5709,82053
Windham,Treasurer,,Wilmington,,Total Votes Cast,,1063,82053
Windham,Treasurer,,Windham,,Total Votes Cast,,287,82053
Windsor,Treasurer,,Windsor,,Total Votes Cast,,1719,82053
Bennington,Treasurer,,Winhall,,Total Votes Cast,,531,82053
Chittenden,Treasurer,,Winooski,,Total Votes Cast,,3113,82053
Lamoille,Treasurer,,Wolcott,,Total Votes Cast,,810,82053
Washington,Treasurer,,Woodbury,,Total Votes Cast,,537,82053
Bennington,Treasurer,,Woodford,,Total Votes Cast,,183,82053
Windsor,Treasurer,,Woodstock,,Total Votes Cast,,1912,82053
Washington,Treasurer,,Worcester,,Total Votes Cast,,600,82053
Addison,U.S. House,,Addison,,Peter Welch,Democratic/Republican,631,82050
Orleans,U.S. House,,Albany,,Peter Welch,Democratic/Republican,364,82050
Grand Isle,U.S. House,,Alburgh,,Peter Welch,Democratic/Republican,725,82050
Windsor,U.S. House,,Andover,,Peter Welch,Democratic/Republican,264,82050
Bennington,U.S. House,,Arlington,,Peter Welch,Democratic/Republican,1028,82050
Windham,U.S. House,,Athens,,Peter Welch,Democratic/Republican,126,82050
Franklin,U.S. House,,Bakersfield,,Peter Welch,Democratic/Republican,494,82050
Windsor,U.S. House,,Baltimore,,Peter Welch,Democratic/Republican,110,82050
Windsor,U.S. House,,Barnard,,Peter Welch,Democratic/Republican,470,82050
Caledonia,U.S. House,,Barnet,,Peter Welch,Democratic/Republican,806,82050
Washington,U.S. House,,Barre City,,Peter Welch,Democratic/Republican,2701,82050
Washington,U.S. House,,Barre Town,,Peter Welch,Democratic/Republican,3511,82050
Orleans,U.S. House,,Barton,,Peter Welch,Democratic/Republican,847,82050
Lamoille,U.S. House,,Belvidere,,Peter Welch,Democratic/Republican,135,82050
Bennington,U.S. House,,Bennington,Bennington 2-1,Peter Welch,Democratic/Republican,2496,82050
Bennington,U.S. House,,Bennington,Bennington 2-2,Peter Welch,Democratic/Republican,2450,82050
Rutland,U.S. House,,Benson,,Peter Welch,Democratic/Republican,406,82050
Franklin,U.S. House,,Berkshire,,Peter Welch,Democratic/Republican,514,82050
Washington,U.S. House,,Berlin,,Peter Welch,Democratic/Republican,1135,82050
Windsor,U.S. House,,Bethel,,Peter Welch,Democratic/Republican,845,82050
Essex,U.S. House,,Bloomfield,,Peter Welch,Democratic/Republican,83,82050
Chittenden,U.S. House,,Bolton,,Peter Welch,Democratic/Republican,578,82050
Orange,U.S. House,,Bradford,,Peter Welch,Democratic/Republican,990,82050
Orange,U.S. House,,Braintree,,Peter Welch,Democratic/Republican,499,82050
Rutland,U.S. House,,Brandon,,Peter Welch,Democratic/Republican,1564,82050
Windham,U.S. House,,Brattleboro,Windham 2-1,Peter Welch,Democratic/Republican,1832,82050
Windham,U.S. House,,Brattleboro,Windham 2-2,Peter Welch,Democratic/Republican,1574,82050
Windham,U.S. House,,Brattleboro,Windham 2-3,Peter Welch,Democratic/Republican,1613,82050
Windsor,U.S. House,,Bridgewater,,Peter Welch,Democratic/Republican,416,82050
Addison,U.S. House,,Bridport,,Peter Welch,Democratic/Republican,539,82050
Essex,U.S. House,,Brighton,,Peter Welch,Democratic/Republican,421,82050
Addison,U.S. House,,Bristol,,Peter Welch,Democratic/Republican,1608,82050
Orange,U.S. House,,Brookfield,,Peter Welch,Democratic/Republican,616,82050
Windham,U.S. House,,Brookline,,Peter Welch,Democratic/Republican,237,82050
Orleans,U.S. House,,Brownington,,Peter Welch,Democratic/Republican,306,82050
Essex,U.S. House,,Brunswick,,Peter Welch,Democratic/Republican,49,82050
Caledonia,U.S. House,,Burke,,Peter Welch,Democratic/Republican,686,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-1,Peter Welch,Democratic/Republican,3856,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-2,Peter Welch,Democratic/Republican,1951,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-3,Peter Welch,Democratic/Republican,2968,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-4,Peter Welch,Democratic/Republican,2001,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-5,Peter Welch,Democratic/Republican,4309,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-6,Peter Welch,Democratic/Republican,914,82050
Chittenden,U.S. House,,Burlington,Chittenden 6-7,Peter Welch,Democratic/Republican,104,82050
Washington,U.S. House,,Cabot,,Peter Welch,Democratic/Republican,643,82050
Washington,U.S. House,,Calais,,Peter Welch,Democratic/Republican,865,82050
Lamoille,U.S. House,,Cambridge,,Peter Welch,Democratic/Republican,1661,82050
Essex,U.S. House,,Canaan,,Peter Welch,Democratic/Republican,335,82050
Rutland,U.S. House,,Castleton,,Peter Welch,Democratic/Republican,1450,82050
Windsor,U.S. House,,Cavendish,,Peter Welch,Democratic/Republican,523,82050
Orleans,U.S. House,,Charleston,,Peter Welch,Democratic/Republican,324,82050
Chittenden,U.S. House,,Charlotte,,Peter Welch,Democratic/Republican,2235,82050
Orange,U.S. House,,Chelsea,,Peter Welch,Democratic/Republican,525,82050
Windsor,U.S. House,,Chester,,Peter Welch,Democratic/Republican,1257,82050
Rutland,U.S. House,,Chittenden,,Peter Welch,Democratic/Republican,619,82050
Rutland,U.S. House,,Clarendon,,Peter Welch,Democratic/Republican,997,82050
Chittenden,U.S. House,,Colchester,Chittenden 9-1,Peter Welch,Democratic/Republican,2841,82050
Chittenden,U.S. House,,Colchester,Chittenden 9-2,Peter Welch,Democratic/Republican,3778,82050
Essex,U.S. House,,Concord,,Peter Welch,Democratic/Republican,446,82050
Orange,U.S. House,,Corinth,,Peter Welch,Democratic/Republican,532,82050
Addison,U.S. House,,Cornwall,,Peter Welch,Democratic/Republican,669,82050
Orleans,U.S. House,,Coventry,,Peter Welch,Democratic/Republican,424,82050
Orleans,U.S. House,,Craftsbury,,Peter Welch,Democratic/Republican,555,82050
Rutland,U.S. House,,Danby,,Peter Welch,Democratic/Republican,513,82050
Caledonia,U.S. House,,Danville,,Peter Welch,Democratic/Republican,1122,82050
Orleans,U.S. House,,Derby,,Peter Welch,Democratic/Republican,1779,82050
Bennington,U.S. House,,Dorset,,Peter Welch,Democratic/Republican,1018,82050
Windham,U.S. House,,Dover,,Peter Welch,Democratic/Republican,620,82050
Windham,U.S. House,,Dummerston,,Peter Welch,Democratic/Republican,1014,82050
Washington,U.S. House,,Duxbury,,Peter Welch,Democratic/Republican,649,82050
Essex,U.S. House,,East Haven,,Peter Welch,Democratic/Republican,108,82050
Washington,U.S. House,,East Montpelier,,Peter Welch,Democratic/Republican,1392,82050
Lamoille,U.S. House,,Eden,,Peter Welch,Democratic/Republican,447,82050
Lamoille,U.S. House,,Elmore,,Peter Welch,Democratic/Republican,471,82050
Franklin,U.S. House,,Enosburgh,,Peter Welch,Democratic/Republican,1051,82050
Chittenden,U.S. House,,Essex,Chittenden 8-1,Peter Welch,Democratic/Republican,4073,82050
Chittenden,U.S. House,,Essex,Chittenden 8-2,Peter Welch,Democratic/Republican,4271,82050
Chittenden,U.S. House,,Essex,Chittenden 8-3,Peter Welch,Democratic/Republican,1209,82050
Rutland,U.S. House,,Fair Haven,,Peter Welch,Democratic/Republican,952,82050
Franklin,U.S. House,,Fairfax,,Peter Welch,Democratic/Republican,1969,82050
Franklin,U.S. House,,Fairfield,,Peter Welch,Democratic/Republican,822,82050
Orange,U.S. House,,Fairlee,,Peter Welch,Democratic/Republican,486,82050
Washington,U.S. House,,Fayston,,Peter Welch,Democratic/Republican,711,82050
Addison,U.S. House,,Ferrisburgh,,Peter Welch,Democratic/Republican,1368,82050
Franklin,U.S. House,,Fletcher,,Peter Welch,Democratic/Republican,591,82050
Franklin,U.S. House,,Franklin,,Peter Welch,Democratic/Republican,510,82050
Franklin,U.S. House,,Georgia,,Peter Welch,Democratic/Republican,1990,82050
Orleans,U.S. House,,Glover,,Peter Welch,Democratic/Republican,481,82050
Addison,U.S. House,,Goshen,,Peter Welch,Democratic/Republican,106,82050
Windham,U.S. House,,Grafton,,Peter Welch,Democratic/Republican,301,82050
Essex,U.S. House,,Granby,,Peter Welch,Democratic/Republican,36,82050
Grand Isle,U.S. House,,Grand Isle,,Peter Welch,Democratic/Republican,1000,82050
Addison,U.S. House,,Granville,,Peter Welch,Democratic/Republican,132,82050
Orleans,U.S. House,,Greensboro,,Peter Welch,Democratic/Republican,371,82050
Caledonia,U.S. House,,Groton,,Peter Welch,Democratic/Republican,376,82050
Essex,U.S. House,,Guildhall,,Peter Welch,Democratic/Republican,116,82050
Windham,U.S. House,,Guilford,,Peter Welch,Democratic/Republican,991,82050
Windham,U.S. House,,Halifax,,Peter Welch,Democratic/Republican,328,82050
Addison,U.S. House,,Hancock,,Peter Welch,Democratic/Republican,123,82050
Caledonia,U.S. House,,Hardwick,,Peter Welch,Democratic/Republican,1163,82050
Windsor,U.S. House,,Hartford,Windsor 4-1,Peter Welch,Democratic/Republican,1028,82050
Windsor,U.S. House,,Hartford,Windsor 4-2,Peter Welch,Democratic/Republican,3337,82050
Windsor,U.S. House,,Hartland,,Peter Welch,Democratic/Republican,1645,82050
Franklin,U.S. House,,Highgate,,Peter Welch,Democratic/Republican,1156,82050
Chittenden,U.S. House,,Hinesburg,Chittenden 4-1,Peter Welch,Democratic/Republican,14,82050
Chittenden,U.S. House,,Hinesburg,Chittenden 4-2,Peter Welch,Democratic/Republican,2250,82050
Orleans,U.S. House,,Holland,,Peter Welch,Democratic/Republican,221,82050
Rutland,U.S. House,,Hubbardton,,Peter Welch,Democratic/Republican,308,82050
Chittenden,U.S. House,,Huntington,,Peter Welch,Democratic/Republican,1081,82050
Lamoille,U.S. House,,Hyde Park,,Peter Welch,Democratic/Republican,1305,82050
Rutland,U.S. House,,Ira,,Peter Welch,Democratic/Republican,209,82050
Orleans,U.S. House,,Irasburg,,Peter Welch,Democratic/Republican,456,82050
Grand Isle,U.S. House,,Isle La Motte,,Peter Welch,Democratic/Republican,234,82050
Windham,U.S. House,,Jamaica,,Peter Welch,Democratic/Republican,432,82050
Orleans,U.S. House,,Jay,,Peter Welch,Democratic/Republican,204,82050
Chittenden,U.S. House,,Jericho,,Peter Welch,Democratic/Republican,2797,82050
Lamoille,U.S. House,,Johnson,,Peter Welch,Democratic/Republican,1060,82050
Rutland,U.S. House,,Killington,,Peter Welch,Democratic/Republican,535,82050
Caledonia,U.S. House,,Kirby,,Peter Welch,Democratic/Republican,228,82050
Bennington,U.S. House,,Landgrove,,Peter Welch,Democratic/Republican,87,82050
Addison,U.S. House,,Leicester,,Peter Welch,Democratic/Republican,407,82050
Essex,U.S. House,,Lemington,,Peter Welch,Democratic/Republican,49,82050
Addison,U.S. House,,Lincoln,,Peter Welch,Democratic/Republican,691,82050
Windham,U.S. House,,Londonderry,,Peter Welch,Democratic/Republican,780,82050
Orleans,U.S. House,,Lowell,,Peter Welch,Democratic/Republican,333,82050
Windsor,U.S. House,,Ludlow,,Peter Welch,Democratic/Republican,876,82050
Essex,U.S. House,,Lunenburg,,Peter Welch,Democratic/Republican,424,82050
Caledonia,U.S. House,,Lyndon,,Peter Welch,Democratic/Republican,1664,82050
